gene_name	gene_biotype
ENSG00000254997	KRTAP5-9	protein_coding
ENSG00000254999	BRK1	protein_coding
ENSG00000255002	LINC02324	lincRNA
ENSG00000255021	AC093496.1	lincRNA
ENSG00000255026	AC136475.3	antisense
ENSG00000255031	AP002807.1	antisense
ENSG00000255036	AL512590.3	processed_transcript
ENSG00000255040	MORF4L1P3	processed_pseudogene
ENSG00000255046	AC069185.1	lincRNA
ENSG00000255052	FAM66D	antisense
ENSG00000255062	AP001318.2	antisense
ENSG00000255067	AC013549.3	sense_intronic
ENSG00000255072	PIGY	protein_coding
ENSG00000255073	ZFP91-CNTF	protein_coding
ENSG00000255089	AC136475.4	antisense
ENSG00000255094	AC090159.1	lincRNA
ENSG00000255104	AC005324.4	protein_coding
ENSG00000255112	CHMP1B	protein_coding
ENSG00000255115	AP002812.4	processed_pseudogene
ENSG00000255121	AP003392.4	lincRNA
ENSG00000255122	AC068587.2	processed_pseudogene
ENSG00000255135	AP002360.1	lincRNA
ENSG00000255145	STX17-AS1	antisense
ENSG00000255146	AP004247.2	lincRNA
ENSG00000255150	EID3	protein_coding
ENSG00000255152	MSH5-SAPCD1	protein_coding
ENSG00000255153	TOLLIP-AS1	antisense
ENSG00000255154	HTD2	protein_coding
ENSG00000255163	HSPE1P18	processed_pseudogene
ENSG00000255165	AC134775.1	sense_intronic
ENSG00000255171	LINC01499	lincRNA
ENSG00000255176	AP000941.1	antisense
ENSG00000255182	AC084125.2	processed_transcript
ENSG00000255185	PDXDC2P	transcribed_unprocessed_pseudogene
ENSG00000255197	AC090559.1	antisense
ENSG00000255198	SNHG9	lincRNA
ENSG00000255200	PGAM1P8	transcribed_processed_pseudogene
ENSG00000255213	NPM1P35	processed_pseudogene
ENSG00000255221	CARD17	protein_coding
ENSG00000255222	SETP17	processed_pseudogene
ENSG00000255224	AC109322.1	antisense
ENSG00000255234	AP000446.1	antisense
ENSG00000255237	AC138230.1	antisense
ENSG00000255248	MIR100HG	processed_transcript
ENSG00000255252	AL078612.1	antisense
ENSG00000255256	AL136146.2	sense_intronic
ENSG00000255267	AC018716.2	lincRNA
ENSG00000255274	SMIM35	protein_coding
ENSG00000255276	RRM1-AS1	antisense
ENSG00000255284	AP006621.3	lincRNA
ENSG00000255299	AP003557.1	lincRNA
ENSG00000255302	EID1	protein_coding
ENSG00000255303	OR5BA1P	transcribed_unprocessed_pseudogene
ENSG00000255310	AF131215.5	sense_intronic
ENSG00000255314	AC024475.4	lincRNA
ENSG00000255319	ENPP7P8	transcribed_unprocessed_pseudogene
ENSG00000255320	AP000759.1	antisense
ENSG00000255325	AC108136.1	lincRNA
ENSG00000255326	AP001922.5	antisense
ENSG00000255328	AC136475.5	lincRNA
ENSG00000255330	AL096711.2	protein_coding
ENSG00000255339	AL133352.1	protein_coding
ENSG00000255346	NOX5	protein_coding
ENSG00000255355	AP000640.2	processed_transcript
ENSG00000255363	AP001189.5	lincRNA
ENSG00000255367	AC127526.2	processed_transcript
ENSG00000255372	AC107886.1	antisense
ENSG00000255389	Z97989.1	antisense
ENSG00000255398	HCAR3	protein_coding
ENSG00000255409	RSF1-IT1	sense_intronic
ENSG00000255418	AC090092.1	lincRNA
ENSG00000255421	AP002340.1	antisense
ENSG00000255422	AP002954.1	antisense
ENSG00000255423	EBLN2	protein_coding
ENSG00000255438	AL354813.1	antisense
ENSG00000255439	AC135050.2	protein_coding
ENSG00000255441	AC008750.2	antisense
ENSG00000255449	AP002812.5	antisense
ENSG00000255450	AC110056.1	processed_pseudogene
ENSG00000255455	AP003486.1	lincRNA
ENSG00000255458	AC108471.2	lincRNA
ENSG00000255459	AC105233.3	processed_pseudogene
ENSG00000255468	AP001107.9	antisense
ENSG00000255478	AP000944.1	antisense
ENSG00000255479	AP001189.6	lincRNA
ENSG00000255495	AC145124.1	antisense
ENSG00000255508	AP002990.1	protein_coding
ENSG00000255513	AC005363.1	transcribed_processed_pseudogene
ENSG00000255517	AP002748.3	antisense
ENSG00000255521	AL356215.1	antisense
ENSG00000255522	SNRPCP5	processed_pseudogene
ENSG00000255524	NPIPB8	protein_coding
ENSG00000255526	NEDD8-MDP1	protein_coding
ENSG00000255529	POLR2M	protein_coding
ENSG00000255537	AP000708.1	bidirectional_promoter_lncRNA
ENSG00000255545	AP004608.1	processed_transcript
ENSG00000255559	ZNF252P-AS1	antisense
ENSG00000255561	FDXACB1	protein_coding
ENSG00000255569	TRAV1-1	TR_V_gene
ENSG00000255571	MIR9-3HG	lincRNA
ENSG00000255575	AC004812.1	processed_pseudogene
ENSG00000255583	AC084357.3	transcribed_unprocessed_pseudogene
ENSG00000255587	RAB44	protein_coding
ENSG00000255595	AC007368.1	processed_transcript
ENSG00000255621	AC023790.2	lincRNA
ENSG00000255624	AC073585.1	transcribed_processed_pseudogene
ENSG00000255639	AC005833.2	protein_coding
ENSG00000255641	AC068775.1	protein_coding
ENSG00000255642	PABPC1P4	processed_pseudogene
ENSG00000255655	AC007570.1	antisense
ENSG00000255670	AC007619.1	lincRNA
ENSG00000255710	AP003170.1	processed_pseudogene
ENSG00000255717	SNHG1	processed_transcript
ENSG00000255727	LINC01489	lincRNA
ENSG00000255730	AC011462.1	protein_coding
ENSG00000255733	IFNG-AS1	antisense
ENSG00000255737	AGAP2-AS1	antisense
ENSG00000255750	AC022509.1	antisense
ENSG00000255757	AC087894.1	processed_pseudogene
ENSG00000255767	AC108488.2	protein_coding
ENSG00000255769	GOLGA2P10	transcribed_unprocessed_pseudogene
ENSG00000255776	VDAC2P2	processed_pseudogene
ENSG00000255804	OR6J1	protein_coding
ENSG00000255823	MTRNR2L8	protein_coding
ENSG00000255833	TIFAB	protein_coding
ENSG00000255837	TAS2R20	protein_coding
ENSG00000255847	AP003717.1	antisense
ENSG00000255857	PXN-AS1	antisense
ENSG00000255874	LINC00346	lincRNA
ENSG00000255883	FUNDC2P1	processed_pseudogene
ENSG00000255893	AP000786.1	antisense
ENSG00000255920	CCND2-AS1	processed_transcript
ENSG00000255946	AC069234.1	antisense
ENSG00000255949	RPS6KB2-AS1	antisense
ENSG00000255970	LINC02421	lincRNA
ENSG00000255986	MT1JP	transcribed_unprocessed_pseudogene
ENSG00000255987	TOMM20P2	processed_pseudogene
ENSG00000255991	AC121334.1	processed_pseudogene
ENSG00000255992	AC131009.1	lincRNA
ENSG00000256006	AC084117.1	sense_intronic
ENSG00000256008	AC125616.1	antisense
ENSG00000256029	AL590560.1	protein_coding
ENSG00000256030	CBX3P4	transcribed_processed_pseudogene
ENSG00000256039	LINC02446	lincRNA
ENSG00000256040	PAPPA-AS1	antisense
ENSG00000256043	CTSO	protein_coding
ENSG00000256045	MTRNR2L10	protein_coding
ENSG00000256053	APOPT1	protein_coding
ENSG00000256060	TRAPPC2B	protein_coding
ENSG00000256061	DNAAF4	protein_coding
ENSG00000256073	URB1-AS1	lincRNA
ENSG00000256084	AC092112.1	lincRNA
ENSG00000256087	ZNF432	protein_coding
ENSG00000256092	AC137767.1	lincRNA
ENSG00000256101	AC092745.1	lincRNA
ENSG00000256116	AP001453.1	antisense
ENSG00000256124	LINC01152	lincRNA
ENSG00000256128	LINC00944	lincRNA
ENSG00000256139	AC007637.1	sense_overlapping
ENSG00000256152	AC027290.1	lincRNA
ENSG00000256167	ATF4P4	transcribed_processed_pseudogene
ENSG00000256188	TAS2R30	protein_coding
ENSG00000256193	LINC00507	lincRNA
ENSG00000256195	AP002518.1	antisense
ENSG00000256206	AC018523.2	protein_coding
ENSG00000256210	AC005255.1	processed_pseudogene
ENSG00000256218	AC007848.2	lincRNA
ENSG00000256222	MTRNR2L3	protein_coding
ENSG00000256223	ZNF10	protein_coding
ENSG00000256229	ZNF486	protein_coding
ENSG00000256234	AC022509.2	antisense
ENSG00000256235	SMIM3	protein_coding
ENSG00000256238	SUPT16HP1	processed_pseudogene
ENSG00000256262	USP30-AS1	antisense
ENSG00000256269	HMBS	protein_coding
ENSG00000256271	CACNA1C-AS2	antisense
ENSG00000256274	TAS2R64P	transcribed_processed_pseudogene
ENSG00000256288	AC022075.3	lincRNA
ENSG00000256294	ZNF225	protein_coding
ENSG00000256304	CCDC150P1	processed_pseudogene
ENSG00000256314	AC078962.3	antisense
ENSG00000256325	AC025423.1	antisense
ENSG00000256338	RPL41P2	processed_pseudogene
ENSG00000256349	AP002748.4	protein_coding
ENSG00000256356	HSPA8P5	processed_pseudogene
ENSG00000256361	AC027544.1	processed_pseudogene
ENSG00000256377	AC009509.1	antisense
ENSG00000256379	TRAV8-5	TR_V_pseudogene
ENSG00000256381	AC005832.1	sense_intronic
ENSG00000256422	LINC02552	lincRNA
ENSG00000256427	AC010175.1	lincRNA
ENSG00000256436	TAS2R31	protein_coding
ENSG00000256442	AC010186.1	antisense
ENSG00000256448	AP000763.3	antisense
ENSG00000256453	DND1	protein_coding
ENSG00000256464	YWHABP2	processed_pseudogene
ENSG00000256469	AP002383.2	antisense
ENSG00000256514	AP003419.1	protein_coding
ENSG00000256525	POLG2	protein_coding
ENSG00000256537	SMIM10L1	protein_coding
ENSG00000256546	AC156455.1	processed_transcript
ENSG00000256553	TRAV1-2	TR_V_gene
ENSG00000256560	LINC01486	lincRNA
ENSG00000256566	AL049650.1	protein_coding
ENSG00000256571	AC079866.2	sense_intronic
ENSG00000256576	LINC02361	lincRNA
ENSG00000256582	LINC02390	lincRNA
ENSG00000256588	AC027544.2	sense_intronic
ENSG00000256590	TRDV3	TR_V_gene
ENSG00000256591	AP003108.2	protein_coding
ENSG00000256594	AC010186.2	transcribed_unprocessed_pseudogene
ENSG00000256612	CYP2B7P	transcribed_unprocessed_pseudogene
ENSG00000256618	MTRNR2L1	protein_coding
ENSG00000256628	ZBTB11-AS1	antisense
ENSG00000256633	AP005019.1	antisense
ENSG00000256646	AC010132.3	protein_coding
ENSG00000256654	AC005906.2	processed_transcript
ENSG00000256660	CLEC12B	protein_coding
ENSG00000256664	AC025423.2	processed_pseudogene
ENSG00000256667	KLRA1P	transcribed_unprocessed_pseudogene
ENSG00000256673	AC141557.1	unprocessed_pseudogene
ENSG00000256682	AC006518.2	transcribed_processed_pseudogene
ENSG00000256683	ZNF350	protein_coding
ENSG00000256686	AC019209.3	lincRNA
ENSG00000256690	AP001160.1	antisense
ENSG00000256712	AC134349.1	sense_intronic
ENSG00000256720	BTG1P1	processed_pseudogene
ENSG00000256742	AC145422.1	lincRNA
ENSG00000256771	ZNF253	protein_coding
ENSG00000256806	C17orf100	protein_coding
ENSG00000256843	AC023157.2	processed_pseudogene
ENSG00000256862	AC005842.1	antisense
ENSG00000256892	MTRNR2L7	protein_coding
ENSG00000256906	LINC02419	lincRNA
ENSG00000256913	AC005840.3	processed_pseudogene
ENSG00000256937	KRT17P8	processed_pseudogene
ENSG00000256940	AP001453.2	antisense
ENSG00000256948	AC026369.3	antisense
ENSG00000256950	AC069503.2	protein_coding
ENSG00000256966	AL513165.2	protein_coding
ENSG00000256967	AC018653.3	antisense
ENSG00000256973	AC053513.1	lincRNA
ENSG00000256977	LIMS3	protein_coding
ENSG00000256980	KHDC1L	protein_coding
ENSG00000256981	AC134349.2	processed_pseudogene
ENSG00000256982	AC135782.1	lincRNA
ENSG00000256984	AC008013.2	transcribed_processed_pseudogene
ENSG00000256995	AC084816.1	lincRNA
ENSG00000257017	HP	protein_coding
ENSG00000257022	AC008250.1	antisense
ENSG00000257027	AC010186.3	sense_intronic
ENSG00000257058	AP001363.2	antisense
ENSG00000257060	AC091078.1	lincRNA
ENSG00000257086	AP001453.4	lincRNA
ENSG00000257093	KIAA1147	protein_coding
ENSG00000257103	LSM14A	protein_coding
ENSG00000257122	RRN3P3	transcribed_unprocessed_pseudogene
ENSG00000257127	CLLU1	processed_transcript
ENSG00000257135	AC007249.2	lincRNA
ENSG00000257139	AC084032.1	lincRNA
ENSG00000257151	PWAR6	lincRNA
ENSG00000257167	TMPO-AS1	antisense
ENSG00000257169	AC125612.1	processed_pseudogene
ENSG00000257176	AC009318.1	antisense
ENSG00000257178	AC103702.1	sense_intronic
ENSG00000257180	AC009135.1	sense_intronic
ENSG00000257181	AC025423.4	antisense
ENSG00000257218	GATC	protein_coding
ENSG00000257221	AC007569.1	antisense
ENSG00000257226	AC079584.2	antisense
ENSG00000257242	LINC01619	processed_transcript
ENSG00000257246	PHBP19	processed_pseudogene
ENSG00000257261	AC008014.1	lincRNA
ENSG00000257262	AC023511.1	lincRNA
ENSG00000257267	ZNF271P	transcribed_unitary_pseudogene
ENSG00000257272	AL162311.1	lincRNA
ENSG00000257275	AL139020.1	antisense
ENSG00000257277	AC092652.2	antisense
ENSG00000257279	AC127164.1	antisense
ENSG00000257285	AL132780.1	antisense
ENSG00000257294	AC080011.1	lincRNA
ENSG00000257298	AC008147.2	sense_intronic
ENSG00000257303	AC073896.2	antisense
ENSG00000257307	AL162311.2	processed_pseudogene
ENSG00000257315	ZBED6	protein_coding
ENSG00000257335	MGAM	protein_coding
ENSG00000257337	AC068888.1	antisense
ENSG00000257341	AL928654.3	protein_coding
ENSG00000257342	AC025165.2	antisense
ENSG00000257354	AC048341.1	lincRNA
ENSG00000257365	FNTB	protein_coding
ENSG00000257379	AC023509.1	processed_transcript
ENSG00000257386	AC025257.1	antisense
ENSG00000257390	AC023055.1	protein_coding
ENSG00000257391	AC126763.1	lincRNA
ENSG00000257398	AC126177.4	lincRNA
ENSG00000257407	AC009803.1	lincRNA
ENSG00000257433	AC004241.1	antisense
ENSG00000257438	AC011595.1	antisense
ENSG00000257446	ZNF878	protein_coding
ENSG00000257452	AC004551.1	antisense
ENSG00000257475	AC068888.2	sense_intronic
ENSG00000257489	AC010203.1	transcribed_unprocessed_pseudogene
ENSG00000257495	KRT73-AS1	antisense
ENSG00000257497	AC121761.1	antisense
ENSG00000257501	AC007424.1	transcribed_processed_pseudogene
ENSG00000257509	AC073487.1	sense_intronic
ENSG00000257511	AC084824.1	processed_pseudogene
ENSG00000257524	AL157935.2	protein_coding
ENSG00000257526	AC107032.2	lincRNA
ENSG00000257527	AC126755.3	lincRNA
ENSG00000257529	RPL36A-HNRNPH2	protein_coding
ENSG00000257542	OR7E47P	transcribed_unprocessed_pseudogene
ENSG00000257548	AC078929.1	antisense
ENSG00000257553	AC034102.4	antisense
ENSG00000257556	LINC02298	lincRNA
ENSG00000257557	PPP1R12A-AS1	bidirectional_promoter_lncRNA
ENSG00000257576	HSPD1P4	processed_pseudogene
ENSG00000257591	ZNF625	protein_coding
ENSG00000257594	GALNT4	protein_coding
ENSG00000257599	OVCH1-AS1	antisense
ENSG00000257605	AC073611.1	antisense
ENSG00000257614	AL133304.1	lincRNA
ENSG00000257621	PSMA3-AS1	antisense
ENSG00000257636	G2E3-AS1	antisense
ENSG00000257642	AC011313.1	antisense
ENSG00000257681	AC025265.1	antisense
ENSG00000257696	AC010203.2	antisense
ENSG00000257698	AC084033.3	lincRNA
ENSG00000257702	LBX2-AS1	antisense
ENSG00000257704	INAFM1	protein_coding
ENSG00000257727	CNPY2	protein_coding
ENSG00000257764	AC020656.1	antisense
ENSG00000257767	AC002996.1	protein_coding
ENSG00000257771	LINC02395	lincRNA
ENSG00000257790	EIF4A1P4	processed_pseudogene
ENSG00000257800	FNBP1P1	processed_pseudogene
ENSG00000257803	AC010200.1	processed_pseudogene
ENSG00000257815	LINC01481	antisense
ENSG00000257838	AC106788.1	transcribed_unprocessed_pseudogene
ENSG00000257839	AC011611.4	antisense
ENSG00000257869	AL139023.1	lincRNA
ENSG00000257893	LINC02404	lincRNA
ENSG00000257894	AC027288.3	lincRNA
ENSG00000257900	AL162632.1	lincRNA
ENSG00000257906	LINC02156	lincRNA
ENSG00000257907	EEF1A1P17	processed_pseudogene
ENSG00000257913	DDN-AS1	antisense
ENSG00000257915	GLULP5	processed_pseudogene
ENSG00000257918	AC079385.3	antisense
ENSG00000257923	CUX1	protein_coding
ENSG00000257924	LINC02416	lincRNA
ENSG00000257940	AC079598.1	lincRNA
ENSG00000257943	AC084879.1	transcribed_unitary_pseudogene
ENSG00000257947	AC025030.2	antisense
ENSG00000257949	TEN1	protein_coding
ENSG00000257950	P2RX5-TAX1BP3	protein_coding
ENSG00000257954	AC125611.2	processed_pseudogene
ENSG00000257966	OLA1P3	processed_pseudogene
ENSG00000257985	AC004801.4	antisense
ENSG00000258001	AC126614.1	lincRNA
ENSG00000258007	AC063947.1	antisense
ENSG00000258017	AC011603.2	antisense
ENSG00000258038	LINC02327	lincRNA
ENSG00000258044	AC073569.1	antisense
ENSG00000258045	RF00017	misc_RNA
ENSG00000258053	AC025575.2	lincRNA
ENSG00000258056	AC009779.2	antisense
ENSG00000258057	BCDIN3D-AS1	antisense
ENSG00000258081	AL110292.1	lincRNA
ENSG00000258082	AL391832.3	lincRNA
ENSG00000258099	ATXN2-AS	antisense
ENSG00000258100	AC025035.1	lincRNA
ENSG00000258102	MAP1LC3B2	protein_coding
ENSG00000258111	AC079316.1	processed_pseudogene
ENSG00000258116	PPIAP45	processed_pseudogene
ENSG00000258123	LINC02444	lincRNA
ENSG00000258125	AC025254.1	lincRNA
ENSG00000258130	AC106782.1	protein_coding
ENSG00000258137	AC079313.2	antisense
ENSG00000258168	AC025569.1	antisense
ENSG00000258169	LINC00485	lincRNA
ENSG00000258170	AC089998.4	lincRNA
ENSG00000258177	AC008149.1	antisense
ENSG00000258181	AC008083.2	lincRNA
ENSG00000258199	AC073896.4	sense_overlapping
ENSG00000258225	AC073571.1	antisense
ENSG00000258227	CLEC5A	protein_coding
ENSG00000258230	AC063950.1	transcribed_processed_pseudogene
ENSG00000258240	AC002351.1	lincRNA
ENSG00000258256	AC011773.3	antisense
ENSG00000258280	AC009803.3	lincRNA
ENSG00000258289	CHURC1	protein_coding
ENSG00000258297	AP001157.1	antisense
ENSG00000258301	VASH1-AS1	lincRNA
ENSG00000258302	AC025034.1	antisense
ENSG00000258303	AC012464.2	sense_intronic
ENSG00000258311	AC009779.3	protein_coding
ENSG00000258315	C17orf49	protein_coding
ENSG00000258317	AC034102.6	antisense
ENSG00000258325	ITFG2-AS1	antisense
ENSG00000258337	AC130895.1	sense_intronic
ENSG00000258352	AC119044.1	transcribed_processed_pseudogene
ENSG00000258354	AC138932.2	lincRNA
ENSG00000258359	PCNPP1	processed_pseudogene
ENSG00000258365	AC073655.2	antisense
ENSG00000258366	RTEL1	protein_coding
ENSG00000258375	AC079363.1	processed_pseudogene
ENSG00000258376	AC004846.1	antisense
ENSG00000258377	AL139099.1	antisense
ENSG00000258384	AC068831.1	antisense
ENSG00000258388	PPT2-EGFL8	protein_coding
ENSG00000258402	AC016526.1	lincRNA
ENSG00000258404	LINC02320	lincRNA
ENSG00000258405	ZNF578	protein_coding
ENSG00000258410	AC087386.1	lincRNA
ENSG00000258422	AL160191.1	antisense
ENSG00000258427	RBM8B	processed_pseudogene
ENSG00000258429	PDF	protein_coding
ENSG00000258430	AL583722.2	antisense
ENSG00000258441	LINC00641	processed_transcript
ENSG00000258450	AL139099.2	sense_intronic
ENSG00000258454	AC016526.2	sense_overlapping
ENSG00000258461	AC012651.1	protein_coding
ENSG00000258466	AL049779.1	protein_coding
ENSG00000258469	CHMP4BP1	processed_pseudogene
ENSG00000258472	AC005726.1	protein_coding
ENSG00000258476	LINC02207	lincRNA
ENSG00000258479	LINC00640	lincRNA
ENSG00000258484	SPESP1	protein_coding
ENSG00000258500	AL845552.1	transcribed_processed_pseudogene
ENSG00000258512	LINC00239	lincRNA
ENSG00000258517	AC004817.1	lincRNA
ENSG00000258525	AL049830.3	antisense
ENSG00000258526	AL049875.1	lincRNA
ENSG00000258534	AL132712.1	lincRNA
ENSG00000258535	AL079307.1	sense_overlapping
ENSG00000258539	AC068896.1	protein_coding
ENSG00000258545	RHOXF1-AS1	antisense
ENSG00000258551	AC104035.1	lincRNA
ENSG00000258555	SPECC1L-ADORA2A	protein_coding
ENSG00000258559	AC005519.1	sense_overlapping
ENSG00000258561	AL359232.1	lincRNA
ENSG00000258568	RHOQP1	processed_pseudogene
ENSG00000258572	AL133467.1	lincRNA
ENSG00000258586	LINC02274	lincRNA
ENSG00000258592	AL391152.1	lincRNA
ENSG00000258604	AL161668.3	lincRNA
ENSG00000258609	LINC-ROR	lincRNA
ENSG00000258610	AF111169.1	lincRNA
ENSG00000258613	RPL21P7	processed_pseudogene
ENSG00000258623	AL121820.1	antisense
ENSG00000258634	AL160006.1	antisense
ENSG00000258636	AL121821.1	lincRNA
ENSG00000258640	RPL21P5	processed_pseudogene
ENSG00000258643	BCL2L2-PABPN1	protein_coding
ENSG00000258644	SYNJ2BP-COX16	protein_coding
ENSG00000258649	AL392023.1	lincRNA
ENSG00000258651	SEC23A-AS1	lincRNA
ENSG00000258653	AC005520.1	protein_coding
ENSG00000258655	ARHGAP5-AS1	antisense
ENSG00000258657	AL136018.1	antisense
ENSG00000258659	TRIM34	protein_coding
ENSG00000258667	HIF1A-AS2	lincRNA
ENSG00000258670	AL049874.3	antisense
ENSG00000258674	AC011448.1	protein_coding
ENSG00000258677	AC022826.2	protein_coding
ENSG00000258679	AC121758.1	transcribed_processed_pseudogene
ENSG00000258682	AL132989.1	sense_overlapping
ENSG00000258684	BMS1P16	unprocessed_pseudogene
ENSG00000258691	AL355102.2	protein_coding
ENSG00000258695	AC005225.3	antisense
ENSG00000258699	AL357093.1	antisense
ENSG00000258701	LINC00638	lincRNA
ENSG00000258702	AL137786.1	lincRNA
ENSG00000258704	SRP54-AS1	transcribed_unitary_pseudogene
ENSG00000258711	AL358334.2	lincRNA
ENSG00000258725	PRC1-AS1	antisense
ENSG00000258727	AL135999.1	antisense
ENSG00000258731	AL356020.1	antisense
ENSG00000258732	AC025884.1	unprocessed_pseudogene
ENSG00000258733	LINC02328	lincRNA
ENSG00000258736	AL583722.3	lincRNA
ENSG00000258738	AL121603.2	antisense
ENSG00000258742	AL117192.1	lincRNA
ENSG00000258747	AL356022.1	antisense
ENSG00000258749	AL110504.1	antisense
ENSG00000258754	LINC01579	lincRNA
ENSG00000258765	AC107958.2	lincRNA
ENSG00000258768	AL356019.2	lincRNA
ENSG00000258774	NANOGP7	transcribed_processed_pseudogene
ENSG00000258778	AL161670.2	processed_pseudogene
ENSG00000258779	LINC01568	lincRNA
ENSG00000258791	LINC00520	lincRNA
ENSG00000258792	AL137230.1	lincRNA
ENSG00000258804	LINC01148	lincRNA
ENSG00000258807	AL359237.1	lincRNA
ENSG00000258813	AL442663.3	antisense
ENSG00000258818	RNASE4	protein_coding
ENSG00000258820	AF111167.1	antisense
ENSG00000258824	AL122035.1	antisense
ENSG00000258831	AC103996.2	lincRNA
ENSG00000258839	MC1R	protein_coding
ENSG00000258846	EEF1A1P33	processed_pseudogene
ENSG00000258847	AL391261.2	lincRNA
ENSG00000258867	LINC01146	lincRNA
ENSG00000258872	FDPSP3	transcribed_processed_pseudogene
ENSG00000258875	AL135818.1	processed_transcript
ENSG00000258881	AC007040.2	protein_coding
ENSG00000258884	LINC02321	lincRNA
ENSG00000258890	CEP95	protein_coding
ENSG00000258891	AC005480.1	antisense
ENSG00000258900	HNRNPCP1	processed_pseudogene
ENSG00000258904	AL157871.5	sense_intronic
ENSG00000258908	AL355075.3	lincRNA
ENSG00000258909	AC091078.3	lincRNA
ENSG00000258919	AL049836.1	lincRNA
ENSG00000258920	FOXN3-AS1	antisense
ENSG00000258921	AC009779.5	antisense
ENSG00000258925	NPM1P5	processed_pseudogene
ENSG00000258932	AL390334.1	transcribed_processed_pseudogene
ENSG00000258938	AL162311.3	antisense
ENSG00000258940	AL132639.2	antisense
ENSG00000258944	AC004846.2	antisense
ENSG00000258947	TUBB3	protein_coding
ENSG00000258955	LINC00519	lincRNA
ENSG00000258960	AL391261.3	processed_pseudogene
ENSG00000258964	AL137129.1	processed_transcript
ENSG00000258984	UBE2F-SCLY	protein_coding
ENSG00000258985	AL352979.2	antisense
ENSG00000258989	AL355916.3	protein_coding
ENSG00000258998	LINC02302	lincRNA
ENSG00000259003	AC243965.1	lincRNA
ENSG00000259005	AC005479.1	lincRNA
ENSG00000259017	AL133163.3	lincRNA
ENSG00000259024	TVP23C-CDRT4	protein_coding
ENSG00000259030	FPGT-TNNI3K	protein_coding
ENSG00000259045	MTCO1P2	unprocessed_pseudogene
ENSG00000259049	AL139317.3	antisense
ENSG00000259050	CHORDC2P	processed_pseudogene
ENSG00000259054	LINC02332	lincRNA
ENSG00000259065	AC005520.2	antisense
ENSG00000259070	LINC00639	lincRNA
ENSG00000259071	AL359397.2	lincRNA
ENSG00000259075	POC1B-GALNT4	protein_coding
ENSG00000259081	AF111169.3	antisense
ENSG00000259086	AL136298.3	processed_pseudogene
ENSG00000259092	TRAV30	TR_V_gene
ENSG00000259094	AC013457.1	antisense
ENSG00000259098	AC025884.2	processed_pseudogene
ENSG00000259100	AL157791.1	processed_pseudogene
ENSG00000259104	PTCSC3	lincRNA
ENSG00000259111	AL079307.2	lincRNA
ENSG00000259120	SMIM6	protein_coding
ENSG00000259129	LINC00648	lincRNA
ENSG00000259132	AL132780.3	protein_coding
ENSG00000259133	AL161757.5	antisense
ENSG00000259135	AL445363.2	antisense
ENSG00000259151	CAP2P1	transcribed_processed_pseudogene
ENSG00000259153	AC004816.1	lincRNA
ENSG00000259158	ADAM20P1	transcribed_unprocessed_pseudogene
ENSG00000259162	AL355075.5	transcribed_unprocessed_pseudogene
ENSG00000259171	AL163636.2	protein_coding
ENSG00000259172	AC023024.1	antisense
ENSG00000259175	AC108451.1	antisense
ENSG00000259200	AC068722.1	lincRNA
ENSG00000259205	PRKXP1	processed_pseudogene
ENSG00000259207	ITGB3	protein_coding
ENSG00000259209	AC004943.1	antisense
ENSG00000259219	AC084855.2	antisense
ENSG00000259225	LINC02345	lincRNA
ENSG00000259238	AC092755.2	antisense
ENSG00000259240	MIR4713HG	lincRNA
ENSG00000259244	AC048382.2	processed_transcript
ENSG00000259248	USP3-AS1	antisense
ENSG00000259251	AC104590.1	antisense
ENSG00000259254	AC022405.1	sense_intronic
ENSG00000259278	AC087878.1	lincRNA
ENSG00000259287	AC010809.1	antisense
ENSG00000259291	ZNF710-AS1	antisense
ENSG00000259293	LIPC-AS1	antisense
ENSG00000259295	CSPG4P12	transcribed_unprocessed_pseudogene
ENSG00000259305	ZHX1-C8orf76	protein_coding
ENSG00000259315	ACTG1P17	transcribed_processed_pseudogene
ENSG00000259316	AC087632.1	protein_coding
ENSG00000259319	AF111167.2	antisense
ENSG00000259321	AL136295.2	lincRNA
ENSG00000259322	AC090607.1	antisense
ENSG00000259326	AC116158.1	antisense
ENSG00000259327	AC023906.3	lincRNA
ENSG00000259330	INAFM2	protein_coding
ENSG00000259331	AC009432.1	lincRNA
ENSG00000259334	LINC00596	lincRNA
ENSG00000259339	TGIF1P1	processed_pseudogene
ENSG00000259342	AC025580.1	antisense
ENSG00000259343	TMC3-AS1	antisense
ENSG00000259345	AC013652.1	lincRNA
ENSG00000259349	AC011921.1	antisense
ENSG00000259354	AC025580.2	antisense
ENSG00000259356	AC022710.1	antisense
ENSG00000259363	AC090825.1	lincRNA
ENSG00000259366	AC108449.2	sense_intronic
ENSG00000259370	AC103740.1	antisense
ENSG00000259371	AL136295.3	protein_coding
ENSG00000259374	NDUFB4P11	transcribed_processed_pseudogene
ENSG00000259375	AC087286.3	antisense
ENSG00000259378	DCAF13P3	processed_pseudogene
ENSG00000259379	MTND5P32	processed_pseudogene
ENSG00000259380	AC087473.1	lincRNA
ENSG00000259384	GH1	protein_coding
ENSG00000259398	AC090970.1	sense_intronic
ENSG00000259399	TGIF2-C20orf24	protein_coding
ENSG00000259402	AC090515.5	sense_intronic
ENSG00000259407	AC021739.2	antisense
ENSG00000259408	AC010809.2	antisense
ENSG00000259416	AC021739.3	antisense
